header,section,header_id,section_id,content,section_es,content_es,src_url,kb_url,kb_url_es,header_es
"Science: Understanding, Foundational Understanding, Limited Understanding",Section B: Present Levels of Academic Achievement and Functional Performance,"science:_understanding,_foundational_understanding,_limited_understanding",B,"The words ""Understanding, Foundational Understanding, Limited Understanding"" in the context of an Individualized Education Plan (IEP) refer to how well a student comprehends different subjects like science, math, or reading. 

- ""Understanding"" means the student has a good grasp of the topic.
- ""Foundational Understanding"" means the student has a basic understanding, like building blocks for more advanced knowledge.
- ""Limited Understanding"" means the student struggles to comprehend the subject and may need extra help.

If a student has ""Limited Understanding"" in a certain area, the IEP team might put goals and strategies in place to help them improve and succeed in that subject.",Sección B: Niveles actuales de logro académico y desempeño funcional,"Las palabras «comprensión, comprensión fundamental, comprensión limitada» en el contexto de un plan educativo individualizado (IEP) se refieren a qué tan bien un estudiante comprende diferentes materias como ciencias, matemáticas o lectura. 

- «Comprensión» significa que el estudiante tiene un buen conocimiento del tema.
- «Comprensión fundamental» significa que el estudiante tiene un conocimiento básico, como los elementos básicos para un conocimiento más avanzado.
- «Comprensión limitada» significa que el estudiante tiene dificultades para comprender el tema y puede necesitar ayuda adicional.

Si un estudiante tiene un «conocimiento limitado» en un área determinada, el equipo del IEP podría establecer metas y estrategias para ayudarlo a mejorar y tener éxito en esa materia.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=131,"https://iep-kb-24839890c1f5.herokuapp.com/kb/B/science:_understanding,_foundational_understanding,_limited_understanding","https://iep-kb-24839890c1f5.herokuapp.com/es/kb/B/science:_understanding,_foundational_understanding,_limited_understanding","Ciencia: comprensión, comprensión fundamental, comprensión limitada"
English Language Development Test (English Learners Only): Not Applicable,Section B: Present Levels of Academic Achievement and Functional Performance,english_language_development_test_:_not_applicable,B,This section is for students who are learning English and may need extra help with language in their classes. It asks if the student needs help in their primary language when learning English in different subjects. It also mentions where the student will get special English language instruction and which program they are in. It's important for the student's success in school.,Sección B: Niveles actuales de logro académico y desempeño funcional,Esta sección es para estudiantes que están aprendiendo inglés y pueden necesitar ayuda adicional con el idioma en sus clases. En ella se pregunta si el estudiante necesita ayuda en su idioma principal para aprender inglés en diferentes materias. También menciona dónde recibirá el estudiante clases especiales de inglés y en qué programa se encuentra. Es importante para el éxito del estudiante en la escuela.,https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=41,https://iep-kb-24839890c1f5.herokuapp.com/kb/B/english_language_development_test_:_not_applicable,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/B/english_language_development_test_:_not_applicable,Prueba de desarrollo del idioma inglés (solo estudiantes de inglés): no aplicable
English Language Proficiency Assessments of California (ELPAC),Section B: Present Levels of Academic Achievement and Functional Performance,english_language_proficiency_assessments_of_california_,B,"The English Language Proficiency Assessments of California (ELPAC) help figure out how well a student understands and uses English. If a student is learning English (an English Learner), they might need extra help in their native language to learn different subjects. The IEP team decides where the student will learn English every day, either in regular classes or special education classes. The team also looks at how the student behaves in class and if it affects their learning or others. They make a plan to help improve behavior if needed. The team also discusses how the student will take state tests each year and if any special help or changes are needed.",Sección B: Niveles actuales de logro académico y desempeño funcional,"Las evaluaciones de dominio del idioma inglés de California (ELPAC) ayudan a determinar qué tan bien un estudiante entiende y usa el inglés. Si un estudiante está aprendiendo inglés (un estudiante que está aprendiendo inglés), es posible que necesite ayuda adicional en su idioma nativo para aprender diferentes materias. El equipo del IEP decide dónde aprenderá inglés el estudiante todos los días, ya sea en las clases regulares o en las de educación especial. El equipo también analiza cómo se comporta el estudiante en clase y si esto afecta su aprendizaje o el de los demás. Elaboran un plan para ayudar a mejorar el comportamiento si es necesario. El equipo también analiza la forma en que el estudiante presentará los exámenes estatales cada año y si necesita ayuda o cambios especiales.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=49,https://iep-kb-24839890c1f5.herokuapp.com/kb/B/english_language_proficiency_assessments_of_california,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/B/english_language_proficiency_assessments_of_california,Evaluaciones de dominio del idioma inglés de California (ELPAC)
"Initial ELPAC: Overall Score, Oral Language Score/Level, Written Language Score/Level",Section B: Present Levels of Academic Achievement and Functional Performance,"initial_elpac:_overall_score,_oral_language_score_level,_written_language_score_level",B,"The Initial ELPAC is a test to see how well a student who is learning English understands and uses the language. The Overall Score shows how the student did on the test as a whole. The Oral Language Score/Level and Written Language Score/Level show how the student did specifically in speaking and writing English. If a student needs extra help during the test, they can get designated supports or accommodations to make it easier. The IEP team decides if the student needs these supports or accommodations. Remember, only one part of the test can be exempted to get an overall score.",Sección B: Niveles actuales de logro académico y desempeño funcional,"El ELPAC inicial es una prueba para ver qué tan bien un estudiante que está aprendiendo inglés entiende y usa el idioma. La puntuación general muestra el desempeño del estudiante en el examen en general. La puntuación/nivel del lenguaje oral y la puntuación/nivel del lenguaje escrito muestran el desempeño específico del estudiante al hablar y escribir en inglés. Si un estudiante necesita ayuda adicional durante el examen, puede obtener apoyos o adaptaciones designados para facilitarlo. El equipo del IEP decide si el estudiante necesita estos apoyos o adaptaciones. Recuerde que solo una parte del examen puede estar exenta para obtener una calificación general.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=76,"https://iep-kb-24839890c1f5.herokuapp.com/kb/B/initial_elpac:_overall_score,_oral_language_score/level,_written_language_score/level","https://iep-kb-24839890c1f5.herokuapp.com/es/kb/B/initial_elpac:_overall_score,_oral_language_score/level,_written_language_score/level","ELPAC inicial: puntuación general, puntuación/nivel de lenguaje oral, puntuación/nivel de lenguaje escrito"
"Summative ELPAC: Overall Score, Oral Language Score/Level, Written Language Score/Level",Section B: Present Levels of Academic Achievement and Functional Performance,"summative_elpac:_overall_score,_oral_language_score_level,_written_language_score_level",B,"The Summative ELPAC is a test given to English Learners to measure how well they know and use English. It includes scores for oral language and written language. The overall score shows how well the student is doing in English. The oral language score focuses on speaking and listening skills, while the written language score looks at reading and writing abilities. These scores help teachers understand the student's English language proficiency.",Sección B: Niveles actuales de logro académico y desempeño funcional,"El ELPAC sumativo es un examen que se les da a los estudiantes de inglés para medir qué tan bien saben y usan el inglés. Incluye puntajes para el lenguaje oral y el lenguaje escrito. La puntuación general muestra qué tan bien le está yendo al estudiante en inglés. La puntuación del lenguaje oral se centra en las habilidades de hablar y escuchar, mientras que la puntuación del lenguaje escrito analiza las habilidades de lectura y escritura. Estos puntajes ayudan a los maestros a comprender el dominio del idioma inglés del estudiante.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=49,"https://iep-kb-24839890c1f5.herokuapp.com/kb/B/summative_elpac:_overall_score,_oral_language_score/level,_written_language_score/level","https://iep-kb-24839890c1f5.herokuapp.com/es/kb/B/summative_elpac:_overall_score,_oral_language_score/level,_written_language_score/level","ELPAC sumativo: puntuación general, puntuación/nivel de lenguaje oral, puntuación/nivel de lenguaje escrito"
"Scores by Domain: Listening, Speaking, Reading, Writing",Section B: Present Levels of Academic Achievement and Functional Performance,"scores_by_domain:_listening,_speaking,_reading,_writing",B,"Scores in the IEP are like grades in different subjects. There are four main areas: Listening, Speaking, Reading, and Writing. These scores help teachers and parents see how well a student is doing in each of these areas. If a student is taking alternative tests instead of the regular ones, that information should also be included. It's important to track a student's progress on goals from previous IEPs, and also to note any specific assessments or screenings they've had, like hearing or vision tests.",Sección B: Niveles actuales de logro académico y desempeño funcional,"Los puntajes del IEP son como las calificaciones en diferentes materias. Hay cuatro áreas principales: escuchar, hablar, leer y escribir. Estos puntajes ayudan a los maestros y a los padres a ver qué tan bien le está yendo a un estudiante en cada una de estas áreas. Si un estudiante se presenta a exámenes alternativos en lugar de los exámenes regulares, también se debe incluir esa información. Es importante hacer un seguimiento del progreso del estudiante en relación con las metas de los IEP anteriores y también anotar cualquier evaluación o evaluación específica a la que se haya sometido, como las pruebas de audición o de la vista.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=51,"https://iep-kb-24839890c1f5.herokuapp.com/kb/B/scores_by_domain:_listening,_speaking,_reading,_writing","https://iep-kb-24839890c1f5.herokuapp.com/es/kb/B/scores_by_domain:_listening,_speaking,_reading,_writing","Puntuaciones por dominio: escuchar, hablar, leer, escribir"
"Performance by Domain: Listening, Speaking, Reading, Writing",Section B: Present Levels of Academic Achievement and Functional Performance,"performance_by_domain:_listening,_speaking,_reading,_writing",B,"The IEP includes goals for different areas like reading, writing, and math skills. These goals should be based on what your child needs to learn and how well they are progressing. The IEP team will set measurable goals to help your child succeed in school. The goals should be tailored to your child's learning style and be realistic. It's important to have just the right amount of goals, not too many to avoid confusion. It's necessary to have objectives for each goal to track your child's progress. These goals are connected to what your child should know and be able to do at their grade level. Goals should also address English language development and transition planning if your child is older.",Sección B: Niveles actuales de logro académico y desempeño funcional,"El IEP incluye metas para diferentes áreas, como las habilidades de lectura, escritura y matemáticas. Estas metas deben basarse en lo que su hijo necesita aprender y en lo bien que esté progresando. El equipo del IEP establecerá metas mensurables para ayudar a su hijo a tener éxito en la escuela. Las metas deben adaptarse al estilo de aprendizaje de su hijo y ser realistas. Es importante tener la cantidad justa de objetivos, no demasiados, para evitar confusiones. Es necesario tener objetivos para cada meta a fin de hacer un seguimiento del progreso de su hijo. Estas metas están relacionadas con lo que su hijo debe saber y poder hacer a su nivel escolar. Las metas también deben abordar el desarrollo del idioma inglés y la planificación de la transición si su hijo es mayor.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=43,"https://iep-kb-24839890c1f5.herokuapp.com/kb/B/performance_by_domain:_listening,_speaking,_reading,_writing","https://iep-kb-24839890c1f5.herokuapp.com/es/kb/B/performance_by_domain:_listening,_speaking,_reading,_writing","Rendimiento por dominio: escuchar, hablar, leer, escribir"
"Alternate English Language Proficiency Assessments for California (Alternate ELPAC): Initial Alternate ELPAC, Summative Alternate ELPAC",Section B: Present Levels of Academic Achievement and Functional Performance,"alternate_english_language_proficiency_assessments_for_california_:_initial_alternate_elpac,_summative_alternate_elpac",B,Alternate English Language Proficiency Assessments for California (Alternate ELPAC) has two types: Initial Alternate ELPAC and Summative Alternate ELPAC. These are tests that help students who have difficulty with the regular English tests. The IEP team decides if a student should take these tests based on certain criteria. These assessments are meant to make sure all students get a fair chance to show what they know.,Sección B: Niveles actuales de logro académico y desempeño funcional,Las evaluaciones alternativas de dominio del idioma inglés para California (ELPAC alternativo) tienen dos tipos: ELPAC alternativo inicial y ELPAC alternativo sumativo. Estas son pruebas que ayudan a los estudiantes que tienen dificultades con las pruebas de inglés regulares. El equipo del IEP decide si un estudiante debe realizar estas pruebas basándose en ciertos criterios. El objetivo de estas evaluaciones es garantizar que todos los estudiantes tengan una oportunidad justa de demostrar lo que saben.,https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=49,"https://iep-kb-24839890c1f5.herokuapp.com/kb/B/alternate_english_language_proficiency_assessments_for_california_:_initial_alternate_elpac,_summative_alternate_elpac","https://iep-kb-24839890c1f5.herokuapp.com/es/kb/B/alternate_english_language_proficiency_assessments_for_california_:_initial_alternate_elpac,_summative_alternate_elpac","Evaluaciones alternativas de dominio del idioma inglés para California (ELPAC alternativo): ELPAC alternativo inicial, ELPAC alternativo sumativo"
Physical Education Testing,Section B: Present Levels of Academic Achievement and Functional Performance,physical_education_testing,B,"Physical Education Testing refers to checking how well your child is doing in activities like running, jumping, and playing sports. This test is done in grades 5, 7, and 9 to see if they are physically fit. It helps the school understand your child's abilities in moving their body and staying active.",Sección B: Niveles actuales de logro académico y desempeño funcional,"Las pruebas de educación física se refieren a comprobar el desempeño de su hijo en actividades como correr, saltar y practicar deportes. Esta prueba se hace en los grados 5, 7 y 9 para ver si está en buena forma física. Ayuda a la escuela a entender las habilidades de su hijo para mover el cuerpo y mantenerse activo.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=134,https://iep-kb-24839890c1f5.herokuapp.com/kb/B/physical_education_testing,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/B/physical_education_testing,Pruebas de educación física
"Other Assessment Data: Curriculum Assessment, Other District Assessment, etc.",Section B: Present Levels of Academic Achievement and Functional Performance,"other_assessment_data:_curriculum_assessment,_other_district_assessment,_etc.",B,"Other Assessment Data refers to information collected through different types of tests and evaluations to better understand a student's abilities and needs. This includes tests in areas like academic achievement, behavior, communication, and health. It helps the school decide on the best support and services for the student. The data can come from various assessments, including tests by teachers, psychologists, speech therapists, and other specialists. It also looks at the student's progress on previous goals and any factors that may affect their education. This information is important for creating an Individualized Education Plan (IEP) tailored to the student's unique requirements.",Sección B: Niveles actuales de logro académico y desempeño funcional,"Otros datos de evaluación se refieren a la información recopilada a través de diferentes tipos de pruebas y evaluaciones para comprender mejor las habilidades y necesidades de un estudiante. Esto incluye pruebas en áreas como el rendimiento académico, el comportamiento, la comunicación y la salud. Ayuda a la escuela a decidir cuál es el mejor apoyo y los mejores servicios para el estudiante. Los datos pueden provenir de varias evaluaciones, incluidas las realizadas por maestros, psicólogos, logopedas y otros especialistas. También analiza el progreso del estudiante en relación con las metas anteriores y cualquier factor que pueda afectar su educación. Esta información es importante para crear un plan educativo individualizado (IEP) adaptado a los requisitos únicos del estudiante.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=50,"https://iep-kb-24839890c1f5.herokuapp.com/kb/B/other_assessment_data:_curriculum_assessment,_other_district_assessment,_etc.","https://iep-kb-24839890c1f5.herokuapp.com/es/kb/B/other_assessment_data:_curriculum_assessment,_other_district_assessment,_etc.","Otros datos de evaluación: evaluación del plan de estudios, otras evaluaciones del distrito, etc."
"Hearing Date: Pass, Fail, Other",Section B: Present Levels of Academic Achievement and Functional Performance,"hearing_date:_pass,_fail,_other",B,"The ""Hearing Date"" is about deciding if something passed or failed based on a fair process. It means you have certain rights during the hearing, like having a knowledgeable person preside over the meeting, the right to have someone with you who knows about special education laws, and the right to present evidence and arguments. You can also ask questions to witnesses and receive a written or electronic record of the hearing. You have the right to request an extension, have your child present, and choose if the hearing is public or private. The other party must inform you about the issues and proposed solutions before the hearing.",Sección B: Niveles actuales de logro académico y desempeño funcional,"La «fecha de la audiencia» consiste en decidir si algo se aprobó o no con base en un proceso justo. Significa que tiene ciertos derechos durante la audiencia, como que una persona con conocimientos presida la reunión, el derecho a tener a alguien con usted que conozca las leyes de educación especial y el derecho a presentar pruebas y argumentos. También puede hacer preguntas a los testigos y recibir un registro escrito o electrónico de la audiencia. Tiene derecho a solicitar una prórroga, a que su hijo esté presente y a elegir si la audiencia será pública o privada. La otra parte debe informarle sobre los problemas y las soluciones propuestas antes de la audiencia.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=117,"https://iep-kb-24839890c1f5.herokuapp.com/kb/B/hearing_date:_pass,_fail,_other","https://iep-kb-24839890c1f5.herokuapp.com/es/kb/B/hearing_date:_pass,_fail,_other","Fecha de la audiencia: Aprobar, rechazar, otra"
"Near Vision Date: Pass, Fail, Other",Section B: Present Levels of Academic Achievement and Functional Performance,"near_vision_date:_pass,_fail,_other",B,"In simple terms, the question is asking if your child's Near Vision screening was successful (Pass), unsuccessful (Fail), or something else (Other). It's important to know if your child's eyesight is functioning well up close.",Sección B: Niveles actuales de logro académico y desempeño funcional,"En términos sencillos, la pregunta es si el examen de visión de cerca de su hijo fue exitoso (aprobado), no tuvo éxito (no pasó) o fue algo más (otro). Es importante saber si la vista de su hijo funciona bien de cerca.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=117,"https://iep-kb-24839890c1f5.herokuapp.com/kb/B/near_vision_date:_pass,_fail,_other","https://iep-kb-24839890c1f5.herokuapp.com/es/kb/B/near_vision_date:_pass,_fail,_other","Fecha de visión cercana: Aprobar, fallar, otro"
"Distance Vision Date: Pass, Fail, Other",Section B: Present Levels of Academic Achievement and Functional Performance,"distance_vision_date:_pass,_fail,_other",B,"The question is asking whether the student passed or failed a distance vision screening. You should indicate if the student passed, failed, or choose 'Other' if there was a different outcome.",Sección B: Niveles actuales de logro académico y desempeño funcional,"La pregunta es si el estudiante aprobó o no pasó un examen de visión a distancia. Debe indicar si el estudiante aprobó o reprobó, o elegir «Otro» si el resultado fue diferente.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=96,"https://iep-kb-24839890c1f5.herokuapp.com/kb/B/distance_vision_date:_pass,_fail,_other","https://iep-kb-24839890c1f5.herokuapp.com/es/kb/B/distance_vision_date:_pass,_fail,_other","Fecha de visión a distancia: Aprobar, fallar, otro"
"Preacademic/Academic/Functional Skills: ELA, Math",Section B: Present Levels of Academic Achievement and Functional Performance,"preacademic_academic_functional_skills:_ela,_math",B,"Preacademic/Academic/Functional Skills refer to the basic learning abilities and knowledge a student needs in subjects like English Language Arts (ELA) and Math. These skills cover things like reading, writing, and math concepts that a student should understand and be able to use. Progress in these areas is important for your child's academic success and overall development.",Sección B: Niveles actuales de logro académico y desempeño funcional,"Las habilidades preacadémicas/académicas/funcionales se refieren a las habilidades y conocimientos básicos de aprendizaje que un estudiante necesita en materias como Artes del Lenguaje Inglés (ELA) y Matemáticas. Estas habilidades abarcan aspectos como la lectura, la escritura y los conceptos matemáticos que un estudiante debe entender y poder utilizar. El progreso en estas áreas es importante para el éxito académico y el desarrollo general de su hijo.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=49,"https://iep-kb-24839890c1f5.herokuapp.com/kb/B/preacademic/academic/functional_skills:_ela,_math","https://iep-kb-24839890c1f5.herokuapp.com/es/kb/B/preacademic/academic/functional_skills:_ela,_math","Habilidades preacadémicas/académicas/funcionales: ELA, matemáticas"
"Communication Development: Date: 8/29/23, Progress on Goals, Recommendations",Section B: Present Levels of Academic Achievement and Functional Performance,"communication_development:_date:_8_29_23,_progress_on_goals,_recommendations",B,"In this report, they are talking about how well your child is doing with communication, like talking and listening, and other important skills like moving their body and managing their feelings. They also mention any medical needs your child has. The report will include progress on goals set for your child, any recommendations for the future, and who is responsible for helping your child reach those goals. It's like a plan to help your child do their best in school.",Sección B: Niveles actuales de logro académico y desempeño funcional,"En este informe, hablan de lo bien que le va a su hijo con la comunicación, como hablar y escuchar, y de otras habilidades importantes, como mover el cuerpo y controlar sus sentimientos. También mencionan cualquier necesidad médica que tenga su hijo. El informe incluirá los avances en cuanto a las metas establecidas para su hijo, cualquier recomendación para el futuro y quién es responsable de ayudar a su hijo a alcanzar esas metas. Es como un plan para ayudar a su hijo a dar lo mejor de sí en la escuela.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=42,"https://iep-kb-24839890c1f5.herokuapp.com/kb/B/communication_development:_date:_8/29/23,_progress_on_goals,_recommendations","https://iep-kb-24839890c1f5.herokuapp.com/es/kb/B/communication_development:_date:_8/29/23,_progress_on_goals,_recommendations","Desarrollo de la comunicación: Fecha: 29/8/23, Progreso en las metas, recomendaciones"
Gross/Fine Motor Development: Occupational Therapy Update Date: 8/28/2023,Section B: Present Levels of Academic Achievement and Functional Performance,gross_fine_motor_development:_occupational_therapy_update_date:_8_28_2023,B,"Gross/Fine Motor Development refers to how a student uses their big and small muscles to do things like run, jump, write, or pick up small objects. Occupational Therapy helps the student with specific skills or needs related to their motor development. This update is about making sure the student gets the right help to improve their physical abilities.",Sección B: Niveles actuales de logro académico y desempeño funcional,"El desarrollo de la motricidad gruesa y fina se refiere a la forma en que un estudiante usa sus músculos grandes y pequeños para hacer cosas como correr, saltar, escribir o recoger objetos pequeños. La terapia ocupacional ayuda al estudiante con habilidades o necesidades específicas relacionadas con su desarrollo motor. Esta actualización trata de garantizar que el estudiante reciba la ayuda adecuada para mejorar sus capacidades físicas.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=129,https://iep-kb-24839890c1f5.herokuapp.com/kb/B/gross/fine_motor_development:_occupational_therapy_update_date:_8/28/2023,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/B/gross/fine_motor_development:_occupational_therapy_update_date:_8/28/2023,Desarrollo de la motricidad bruta/fina: fecha de actualización de la terapia ocupacional: 28/8/2023
Social Emotional/Behavioral,Section B: Present Levels of Academic Achievement and Functional Performance,social_emotional_behavioral,B,"Behavioral goals are things we want your child to learn or improve on to help them behave better in school. These goals need to be clear, measurable, and everyone involved should know what they need to do to help your child.

When we talk about ""Functionally Equivalent Replacement Behavior (FERB) Goal,"" we mean finding a new behavior that does the same thing as the problem behavior but in a better way. We also look at positive behaviors we want to increase and problem behaviors we want to decrease.

It's important that teachers and other staff members know their roles in helping your child reach these goals. Reinforcement procedures, like rewards, are used to encourage and maintain the new behaviors. The goals should be broken down into smaller steps if needed to support your child in reaching them.",Sección B: Niveles actuales de logro académico y desempeño funcional,"Las metas conductuales son cosas que queremos que su hijo aprenda o mejore para ayudarlo a comportarse mejor en la escuela. Estas metas deben ser claras y medibles, y todas las personas involucradas deben saber qué deben hacer para ayudar a su hijo.

Cuando hablamos del «objetivo de comportamiento sustitutivo funcionalmente equivalente (FERB, por sus siglas en inglés)», nos referimos a encontrar un comportamiento nuevo que haga lo mismo que el comportamiento problemático, pero de una manera mejor. También analizamos las conductas positivas que queremos aumentar y las conductas problemáticas que queremos reducir.

Es importante que los maestros y otros miembros del personal conozcan sus funciones para ayudar a su hijo a alcanzar estas metas. Los procedimientos de refuerzo, como las recompensas, se utilizan para fomentar y mantener los nuevos comportamientos. Si es necesario, las metas deben dividirse en pasos más pequeños para ayudar a su hijo a alcanzarlas.",https://drive.google.com/file/d/1au51uKAY-6t1Sabx47W3eCJkBBDn10ns/view#page=9,https://iep-kb-24839890c1f5.herokuapp.com/kb/B/social_emotional/behavioral,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/B/social_emotional/behavioral,Social/Emocional/Conductual
Vocational,Section B: Present Levels of Academic Achievement and Functional Performance,vocational,B,"Vocational means getting ready for a job or career. In an Individualized Education Plan (IEP), vocational stuff helps students prepare for working and making money. This can include figuring out what jobs they like, learning about careers, getting work experience, or even getting help with job tasks through coaching. It's all about helping students get ready to work and be independent.",Sección B: Niveles actuales de logro académico y desempeño funcional,"Vocacional significa prepararse para un trabajo o una carrera. En un plan educativo individualizado (IEP), el material vocacional ayuda a los estudiantes a prepararse para trabajar y ganar dinero. Esto puede incluir averiguar qué trabajos les gustan, aprender sobre carreras, obtener experiencia laboral o incluso obtener ayuda con las tareas laborales a través de la orientación. Se trata de ayudar a los estudiantes a prepararse para trabajar y ser independientes.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=138,https://iep-kb-24839890c1f5.herokuapp.com/kb/B/vocational,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/B/vocational,Vocacional
Adaptive/Daily Living Skills,Section B: Present Levels of Academic Achievement and Functional Performance,adaptive_daily_living_skills,B,"Adaptive/Daily Living Skills are things like getting dressed, using the bathroom, eating, and other basic tasks that help a person live independently. These skills can include things like learning how to make a budget, do household chores, use public transportation, and take care of personal needs like going to the doctor or dentist. It's about teaching a person the skills they need to navigate daily life on their own.",Sección B: Niveles actuales de logro académico y desempeño funcional,"Las habilidades adaptativas para la vida diaria son cosas como vestirse, ir al baño, comer y otras tareas básicas que ayudan a una persona a vivir de manera independiente. Estas habilidades pueden incluir cosas como aprender a elaborar un presupuesto, hacer las tareas del hogar, usar el transporte público y atender necesidades personales, como ir al médico o al dentista. Se trata de enseñarle a una persona las habilidades que necesita para afrontar la vida diaria por sí misma.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=114,https://iep-kb-24839890c1f5.herokuapp.com/kb/B/adaptive/daily_living_skills,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/B/adaptive/daily_living_skills,Habilidades adaptativas/para la vida diaria
Health,Section B: Present Levels of Academic Achievement and Functional Performance,health,B,"Health care services are medical services given to a child by a doctor that requires special training. These services, like using oxygen or catheters, are needed during the school day so the child can go to school. Specialized health care services also include things like giving insulin or testing glucose levels.

If a child has health problems that need more than basic school health services, they may get help from a nurse or other qualified person through an Individualized Education Plan (IEP). This extra help could involve managing health issues, talking with school staff, providing counseling, making referrals to other services, and keeping in touch with healthcare providers.

In simpler terms, health care services in an IEP help a child with special health needs get the support they need to stay healthy and do well in school.",Sección B: Niveles actuales de logro académico y desempeño funcional,"Los servicios de atención médica son servicios médicos que un médico brinda a un niño y que requiere una capacitación especial. Estos servicios, como el uso de oxígeno o catéteres, son necesarios durante el día escolar para que el niño pueda ir a la escuela. Los servicios de atención médica especializados también incluyen cosas como administrar insulina o analizar los niveles de glucosa.

Si un niño tiene problemas de salud que requieren más que los servicios de salud básicos de la escuela, puede recibir ayuda de una enfermera u otra persona calificada a través de un plan educativo individualizado (IEP). Esta ayuda adicional podría incluir controlar los problemas de salud, hablar con el personal de la escuela, brindar asesoramiento, hacer derivaciones a otros servicios y mantenerse en contacto con los proveedores de atención médica.

En términos más sencillos, los servicios de atención médica incluidos en un IEP ayudan a un niño con necesidades de salud especiales a obtener el apoyo que necesita para mantenerse sano y tener un buen desempeño en la escuela.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=96,https://iep-kb-24839890c1f5.herokuapp.com/kb/B/health,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/B/health,Salud
"Receptive/Expressive Language, Pragmatics, Academics--Reading/Math",Section B: Present Levels of Academic Achievement and Functional Performance,"receptive_expressive_language,_pragmatics,_academics--reading_math",B,"Receptive/Expressive Language refers to how well your child understands and uses words. Pragmatics is about social skills and how your child communicates with others. Academics like Reading and Math focus on school subjects. These areas are important to make sure your child is learning and growing in all aspects. The IEP goals should be realistic and based on what your child needs to succeed in school. It's helpful to have clear goals for different areas like reading, math, and social skills to keep things manageable.",Sección B: Niveles actuales de logro académico y desempeño funcional,"El lenguaje receptivo/expresivo se refiere a qué tan bien su hijo entiende y usa las palabras. La pragmática tiene que ver con las habilidades sociales y la forma en que su hijo se comunica con los demás. Los estudios académicos, como la lectura y las matemáticas, se centran en las materias escolares. Estas áreas son importantes para garantizar que su hijo aprenda y crezca en todos los aspectos. Las metas del IEP deben ser realistas y basarse en lo que su hijo necesita para tener éxito en la escuela. Es útil tener metas claras en diferentes áreas, como la lectura, las matemáticas y las habilidades sociales, para que las cosas sean manejables.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=51,"https://iep-kb-24839890c1f5.herokuapp.com/kb/B/receptive/expressive_language,_pragmatics,_academics--reading/math","https://iep-kb-24839890c1f5.herokuapp.com/es/kb/B/receptive/expressive_language,_pragmatics,_academics--reading/math","Lenguaje receptivo/expresivo, pragmática, lectura/matemáticas académicas"
